cardholder_name,card_number,merchant_name,merchant_category,amount,hour,distance_from_home,is_online,is_foreign,velocity_last_hour,is_fraud
Margaret Edwards,4423823892565843,Merchant: Jackson Inc,travel,35.08,6,12.51,1,0,0,0
Cody Reyes III,4637682874259433,Merchant: Newman PLC,dining,40.16,15,9.78,0,0,1,0
Heather Shaffer,4359181580849948,"Merchant: Mcclain, Johnson and Gibson",grocery,31.09,15,2.23,0,0,2,0
Nicole Chung,4662738724886359,Merchant: Barron Ltd,travel,23.7,8,1.35,1,0,0,0
Brian Perkins,4216933753614324,Merchant: Roberts-Edwards,grocery,56.25,8,9.15,1,0,1,0
Melody Castro,4995376882409199,Merchant: Taylor-Evans,electronics,67.36,17,2.19,0,0,1,0
Kimberly Sanders,4122954703489933,Merchant: Wallace-Williams,online_shopping,24.13,13,15.31,0,0,1,0
Christina Davis,4926499289821743,Merchant: Mercado-Dorsey,electronics,16.48,21,5.24,1,0,0,0
Sherri Sullivan,4945986739211217,Merchant: Coleman PLC,grocery,22.58,14,13.63,1,0,1,0
Mike Patel,4187200102927186,"Merchant: Ramirez, Moreno and Roberts",electronics,9.41,11,67.68,0,0,2,0
Thomas Garcia,4290944675075048,Merchant: Taylor-Alvarez,grocery,38.98,16,18.17,0,0,1,0
Robin Clay,4122471411673963,Merchant: Wilson-Morton,electronics,22.89,14,6.63,1,0,1,0
Kelly Miller,4506761461177691,Merchant: Garcia LLC,online_shopping,230.0,2,22.21,1,0,5,1
Mrs. Amanda Kelley DDS,4939110989839738,Merchant: Phillips-Pratt,electronics,38.27,9,29.07,0,0,0,0
Johnny Whitaker,4273674130450475,"Merchant: Grimes, Gonzales and Smith",online_shopping,115.4,6,8.9,0,0,3,0
Mrs. Courtney Wong,4424383739007136,Merchant: Ball-Boyd,online_shopping,36.26,15,12.17,0,0,3,0
Adam Sanchez,4591061835549691,Merchant: Knox-Dorsey,gas_station,12.97,17,29.93,1,0,1,0
Logan Massey,4471079235955107,Merchant: Baker Inc,electronics,9.6,23,8.32,0,0,0,0
Juan Carroll,4254570278929218,Merchant: Johnson-Jackson,dining,35.17,6,12.6,0,0,1,0
Ryan Carpenter,4762289899242803,Merchant: Ramos-Lopez,grocery,49.48,15,10.42,1,0,0,0
Stacy Werner,4108461759265991,"Merchant: Foley, Klein and Donovan",online_shopping,28.65,10,19.77,0,0,1,0
Michelle Holden,4878885882818896,"Merchant: Buchanan, Hughes and Hart",dining,47.66,7,3.56,1,0,0,0
Deborah Wood,4672718508146350,Merchant: Cooper and Sons,electronics,18.45,17,18.87,0,0,2,0
Taylor Flores,4805791633928299,"Merchant: Benton, Church and Herring",dining,41.23,15,37.07,1,0,1,0
Tyler Taylor,4186243801180385,Merchant: Burgess and Sons,grocery,38.88,7,15.89,0,0,0,0
Victoria Wright,4503066655751845,"Merchant: Montgomery, Bates and Nelson",dining,11.32,15,58.58,0,0,2,0
Betty Pollard,4381490066632252,"Merchant: Hoover, Nixon and Cameron",electronics,10.85,14,7.54,1,0,0,0
Katie Alvarez,4602237799450541,"Merchant: Flores, Clark and Becker",grocery,27.45,16,1.71,0,0,0,0
Robert Munoz,4222498679422055,"Merchant: Carlson, Banks and Cox",grocery,10.75,12,10.76,0,0,2,0
Michelle Newman,4927751309373298,"Merchant: Leon, Velez and Williams",grocery,25.49,8,14.13,1,0,0,0
Victoria Marshall,4291402268081468,Merchant: Harvey LLC,online_shopping,26.55,14,1.8,1,0,1,0
Amy Montgomery,4550666540791377,Merchant: Pham Inc,online_shopping,168.23,23,15.51,1,1,3,1
Jeffrey Benton Jr.,4571132723566255,"Merchant: Gordon, Riley and Floyd",grocery,58.1,12,10.45,1,0,0,0
Kristin Brown,4832168445655203,Merchant: Lopez LLC,dining,75.25,15,4.93,0,0,1,0
Sean Hernandez,4332057371940207,"Merchant: Johnson, Vang and Clark",electronics,38.62,12,19.71,0,0,0,0
Ana Higgins,4127771910164603,Merchant: Crawford Ltd,online_shopping,17.44,14,18.44,0,0,0,0
Theresa Luna,4821927265755291,Merchant: Lopez-Leach,online_shopping,13.62,9,6.03,0,0,3,0
Katherine Padilla,4276733022930841,Merchant: Chase and Sons,dining,13.59,6,5.57,1,0,0,0
Victoria Lewis,4111608862164942,"Merchant: Arnold, Parks and Baker",grocery,85.77,12,11.36,0,0,0,0
Joshua Leonard,4027818325244859,Merchant: Chan Group,grocery,61.72,22,8.83,0,0,1,0
Kelly Liu,4172682155671927,Merchant: Gonzalez-Ryan,online_shopping,28.68,13,6.09,0,0,1,0
Brianna Ryan,4124844171544392,Merchant: Diaz LLC,grocery,16.44,13,25.34,0,0,0,0
Emily Smith,4189078315234998,Merchant: Douglas-Rice,dining,37.31,17,10.5,0,0,1,0
Michelle Howard,4726995191320585,Merchant: Finley LLC,grocery,72.52,15,7.08,0,0,3,0
William Austin,4374858048276423,Merchant: Evans and Sons,dining,31.99,10,1.25,0,0,2,0
Monica Oconnor,4369390914720083,"Merchant: Baker, Williams and Morgan",electronics,82.51,14,10.71,0,0,4,0
Kyle Blake,4912573782105675,"Merchant: Simon, Morgan and Dominguez",dining,12.63,22,4.94,0,0,1,0
Christopher Banks,4380665256705536,"Merchant: Giles, Brooks and Martin",travel,7.78,4,2.01,0,0,0,0
Bryan Davis DVM,4353565026715349,Merchant: Hubbard Group,online_shopping,30.03,7,53.4,1,0,4,0
Tiffany Hughes,4574044992711081,Merchant: Lawson LLC,electronics,4530.53,13,329.25,1,0,4,1
Michael Taylor,4790879804186560,Merchant: Contreras-Castro,grocery,37.17,5,10.47,0,0,2,0
Brendan Kelly,4385648800125398,Merchant: Dalton Ltd,grocery,96.88,7,11.72,0,0,2,0
Sherry Porter,4532159636040241,Merchant: Flores-Edwards,grocery,129.94,13,5.74,0,0,1,0
James Perez,4171949452831533,"Merchant: Peters, Rodriguez and Hudson",grocery,66.75,9,0.76,1,0,0,0
Miss Gina Walton,4896010528227539,"Merchant: Payne, Grant and Martinez",dining,5.92,4,15.78,0,0,1,0
Alicia Obrien,4958756744363228,Merchant: Shaw Group,dining,39.78,4,3.04,0,0,3,0
Mrs. Jacqueline Jackson,4032467781732263,Merchant: Mcclain and Sons,grocery,55.6,7,9.73,0,0,1,0
Kendra Smith,4711418734777846,Merchant: Hess-Adams,dining,79.39,12,26.39,0,0,2,0
Alexander Stein,4659798436201714,Merchant: Douglas-Parker,grocery,25.88,17,1.27,0,0,1,0
Shannon Sosa,4142308183726031,"Merchant: Lopez, Johnson and Farmer",online_shopping,10.53,8,27.14,1,0,1,0
Marc White,4631789023673962,Merchant: Maldonado-Woods,grocery,43.66,12,11.03,1,0,1,0
Gregory Wiggins,4699691787001746,Merchant: Fowler-Parker,travel,157.15,14,3.46,1,0,0,0
Linda Berry,4388322197402821,"Merchant: Lucas, Brown and Thomas",grocery,14.08,7,9.59,1,0,0,0
Michelle Hobbs,4164303590181816,Merchant: Davis-Gomez,grocery,12.97,13,5.96,0,0,1,0
Charles Fuentes,4210502538120448,Merchant: Stanton and Sons,electronics,14.99,14,5.5,1,0,3,0
Andrew Medina,4979559366545527,Merchant: Ross Group,travel,14.01,13,1.83,1,0,1,0
Teresa Aguirre,4808595448634878,Merchant: Giles-Martinez,grocery,43.94,10,8.16,0,0,2,0
Eddie Bailey,4832950608109981,"Merchant: Allen, Stone and Foster",online_shopping,30.83,10,9.57,1,0,0,0
Joseph Mccullough,4527619880242741,Merchant: Blevins-Mullins,grocery,68.31,14,6.43,0,0,2,0
Mr. Zachary Mora DVM,4418424350481487,"Merchant: Dominguez, Townsend and Wright",grocery,37.63,15,12.03,0,0,1,0
Kimberly Price,4396831859249346,Merchant: Ortega LLC,online_shopping,13.39,6,8.33,1,0,2,0
Bruce Spencer,4372577306385567,"Merchant: Clark, Cross and Blanchard",online_shopping,23.14,14,24.52,0,0,1,0
Jacob Allen,4908063425879775,"Merchant: Harris, Pittman and Nguyen",gas_station,59.33,8,25.56,1,0,1,0
Chelsea Powell,4625762297824890,Merchant: Marquez-Morgan,grocery,17.01,13,28.03,0,0,0,0
Thomas Morse,4824553724200922,Merchant: Carter Inc,travel,28.03,8,34.31,0,0,1,0
Susan Zimmerman,4952807077188157,Merchant: Smith LLC,grocery,25.89,12,8.7,0,0,1,0
Annette Meyer,4822793562559169,"Merchant: Jackson, Durham and Nelson",online_shopping,15.08,11,6.14,0,0,0,0
Erica Rose,4434967097389397,"Merchant: Summers, Wagner and Munoz",online_shopping,79.19,13,7.41,1,0,0,0
Kim Long,4128110180138055,"Merchant: Andersen, Zuniga and Castillo",grocery,34.09,5,0.55,1,0,4,0
Christina Flores,4063572434404897,"Merchant: Castro, Williams and Ross",online_shopping,12.74,20,4.9,0,0,0,0
Craig Raymond,4217720744722764,Merchant: Campbell-Pierce,electronics,39.3,9,4.43,0,0,0,0
Jeffrey Miller,4391172283751986,Merchant: Griffin-Jackson,grocery,68.41,15,13.76,0,0,1,0
Brian Hoffman,4870485959389786,Merchant: Hunt-Mullen,electronics,45.61,9,5.43,1,0,1,0
Elizabeth Gay,4261969716877545,Merchant: Fritz Inc,travel,13.96,19,23.69,0,0,0,0
Patricia Hale,4184762974949799,"Merchant: Griffith, Alvarez and Richardson",grocery,89.51,6,8.77,0,0,0,0
Amanda Arroyo,4617102763090157,Merchant: Hayes Group,grocery,33.13,12,13.45,1,0,0,0
Kevin Mccullough,4304523191343751,Merchant: Bentley-Flores,dining,14.97,15,10.62,0,0,1,0
Margaret Stevenson,4467665420986661,Merchant: Vang Inc,online_shopping,29.4,3,5.67,1,0,0,0
Amber Turner,4507073181442101,Merchant: Smith and Sons,grocery,26.35,10,21.75,0,0,0,0
Victor Williams,4090167443619358,"Merchant: Jones, Hughes and Jones",grocery,28.19,12,3.99,0,0,4,0
Shelly Rodgers,4858240685889385,Merchant: Harrison-Choi,dining,54.31,17,1.66,0,0,1,0
Cassandra Wood,4352462470217702,Merchant: Romero-Stevens,online_shopping,39.59,5,12.96,0,0,2,0
Susan Garcia,4538369779109927,"Merchant: Martinez, Thomas and Hall",grocery,62.29,7,4.67,1,0,3,0
Stephanie Joseph,4089695825174918,"Merchant: Smith, Thomas and Jones",online_shopping,48.79,15,26.05,1,0,1,0
Dalton Clark,4559253460581194,"Merchant: Le, Mills and Green",grocery,76.93,18,0.92,0,0,1,0
Alexis Weeks,4236137753424595,Merchant: Mclean-Contreras,grocery,23.53,16,2.55,0,0,1,0
Michael Glass,4253685864331149,"Merchant: Fernandez, Mckenzie and Lin",grocery,23.7,12,55.33,0,0,1,0
David Cervantes,4939207708395404,Merchant: Barnes LLC,gas_station,35.43,12,9.74,1,0,1,0
Victoria Benitez,4351609841454833,Merchant: Strickland Ltd,electronics,30.0,4,5.68,1,0,9,1
Jacqueline Monroe,4386065512812180,"Merchant: Mason, Roberts and Griffin",dining,29.36,11,31.8,0,0,1,0
Charles Sanchez,4076673904907826,Merchant: Carter-Lee,electronics,33.13,15,19.43,1,0,1,0
Sonia Henderson,4336160630258365,"Merchant: Freeman, Martinez and Miller",gas_station,62.57,1,4.42,0,0,4,0
Sharon Sims,4824063834661179,Merchant: Nguyen PLC,grocery,24.23,7,0.44,0,0,0,0
Shawn Doyle,4953876798976447,Merchant: Butler-Mcclure,online_shopping,9.51,13,4.13,0,0,0,0
Michael Perry,4312547560800794,Merchant: Reynolds PLC,gas_station,55.64,10,22.2,0,0,0,0
Donald Santana,4762241419810254,Merchant: Smith-Huber,electronics,26.63,18,15.54,0,0,0,0
Katherine Greene,4785373350206722,Merchant: Ball PLC,dining,31.43,10,6.38,0,0,0,0
Jennifer Dominguez,4827814696767141,"Merchant: Young, Cameron and Bailey",grocery,25.2,11,2.62,0,0,2,0
Matthew Walker,4864887887381298,Merchant: Hall Group,grocery,39.84,11,10.8,0,0,1,0
Ashley Barrera,4657602491246907,Merchant: Khan-Villegas,gas_station,19.79,4,19.41,0,0,0,0
Clifford Murphy DVM,4596816640174893,"Merchant: Anderson, Hall and Woodard",dining,33.5,16,31.69,1,0,0,0
Michael Arias,4901302878332065,Merchant: Young Group,travel,9.09,18,3.99,0,0,0,0
Joshua Mitchell,4146703128691322,"Merchant: Smith, Mason and Robinson",grocery,3.9,8,17.92,0,0,1,0
Ashley Wilson,4475252843863221,Merchant: Preston Inc,grocery,28.87,6,7.68,0,0,1,0
Stacey Clements,4170507578047995,Merchant: Powers Ltd,electronics,50.82,9,16.29,0,1,3,0
Kathleen Martinez,4126428879705329,Merchant: Downs Ltd,grocery,34.32,12,0.21,0,0,3,0
Julie Rodriguez MD,4866790168618149,"Merchant: Wilkins, Pineda and Brennan",dining,86.84,13,2.95,1,0,2,0
Cathy Farmer,4622214711952660,Merchant: Simpson-Francis,gas_station,16.87,6,32.81,0,0,1,0
Dana Gilbert,4330677395447558,Merchant: Bryant LLC,dining,16.25,8,4.61,1,0,3,0
Charles Harper,4825427718551682,Merchant: Hicks-Salazar,electronics,23.85,13,2.36,0,0,0,0
Timothy Wang,4700184845648036,Merchant: Bush LLC,grocery,27.5,11,22.84,0,0,0,0
Daniel Stewart,4676115640587342,Merchant: Martinez-Smith,grocery,24.7,17,1.1,1,0,0,0
Tiffany Peterson,4225386181731435,"Merchant: Wright, Fisher and Solis",online_shopping,10.08,10,11.38,0,0,1,0
Tammy Bell,4902068183691243,"Merchant: Miller, Yates and Washington",electronics,8.95,16,0.99,1,0,3,0
Mathew Myers,4137388724002438,"Merchant: Mcfarland, Sanchez and Carroll",grocery,9.99,17,16.53,1,0,0,0
Edgar Brown,4405049113808182,Merchant: Sanchez and Sons,online_shopping,28.04,12,9.78,0,0,0,0
Cory Barrett,4379724174226548,"Merchant: Sanchez, Russo and Brown",online_shopping,17.55,15,3.07,1,0,2,0
Seth Jones,4101021133407813,Merchant: Jones and Sons,grocery,58.64,14,13.76,0,0,2,0
Joseph Hawkins,4266327593487554,"Merchant: Howell, Lawson and Reid",gas_station,76.39,16,28.81,0,0,1,0
Victor Brown,4559787996323860,Merchant: Clark LLC,grocery,10.27,10,13.7,1,0,1,0
Jennifer Ferguson,4429742244175396,Merchant: George-Jensen,grocery,19.34,11,0.93,0,0,1,0
Carolyn Cantu,4775362102735817,"Merchant: Daniel, Tanner and Smith",grocery,25.81,17,2.23,0,0,1,0
Charles Garcia,4790247567077022,"Merchant: Schaefer, Johnson and Davis",grocery,21.27,19,44.71,1,0,0,0
James Hart,4474550148234795,Merchant: Hart Group,dining,61.49,10,0.34,1,0,3,0
Patricia Wilson,4184575431706788,Merchant: Hill Inc,online_shopping,122.67,12,14.09,1,0,0,0
Mark Elliott,4676069687992867,Merchant: Mccoy and Sons,dining,51.34,11,1.91,0,0,0,0
Matthew Bartlett,4082539005431671,Merchant: Castillo-Pollard,dining,25.96,12,7.56,0,0,0,0
Maria Campbell,4404922240666064,Merchant: Roy-Schroeder,grocery,31.74,4,4.36,0,0,0,0
Joanna Adkins,4064627886638001,Merchant: Cowan-Munoz,electronics,13.84,8,2.8,1,1,1,0
Lisa Reed,4313758780776776,Merchant: Martin-Howard,dining,87.02,21,13.24,0,1,1,0
Jordan Calhoun MD,4831312978552962,"Merchant: Velazquez, Smith and Cantrell",grocery,20.31,14,44.66,0,0,2,0
Heather Thomas,4893988611395540,"Merchant: Torres, Callahan and Mccormick",online_shopping,20.66,5,15.08,0,0,1,0
Carrie Coffey,4405416255808173,Merchant: Roberts Group,dining,10.6,2,1.37,0,0,2,0
Dr. Isabel Smith PhD,4977288736051105,Merchant: Jackson-Schmidt,grocery,51.22,11,13.88,1,0,3,0
Joe Page,4535839952580006,Merchant: Fletcher Inc,grocery,22.42,8,7.16,0,1,0,0
Crystal Morales,4318009863316659,Merchant: Webb PLC,dining,100.21,9,13.36,0,0,1,0
Heather Mcmahon,4735010380061955,"Merchant: Turner, Morris and Matthews",grocery,35.05,10,0.91,0,0,1,0
Jason Quinn,4301924418923487,Merchant: Leblanc PLC,electronics,20.66,11,8.99,0,0,0,0
James Cox,4224715515152853,"Merchant: Cooper, Schultz and Fisher",grocery,103.07,7,9.84,0,0,3,0
James Cummings,4895987119690210,Merchant: Lee Group,electronics,51.65,15,13.03,1,0,0,0
Daniel Lee,4868611839497523,Merchant: Myers Group,online_shopping,11.52,12,1.9,1,0,0,0
Shane Hopkins,4129042408274611,Merchant: Garrison-Yang,gas_station,61.65,16,61.67,0,0,0,0
Stephanie Kelley,4644337309009066,Merchant: Rice-Bradford,grocery,31.06,10,30.68,1,0,1,0
Jennifer Schneider,4991390410406332,Merchant: Cuevas-Clark,grocery,103.6,11,28.43,0,0,0,0
Charles Rodriguez,4476730091646199,Merchant: Thornton LLC,grocery,52.23,15,1.4,1,0,5,0
Elizabeth Wall,4585308967463193,"Merchant: Harrington, King and Rodriguez",dining,36.4,12,3.69,1,0,2,0
Loretta Williams,4523621903616541,"Merchant: Shaw, Moore and Torres",dining,16.9,12,29.69,0,0,0,0
Juan Moore,4844126326237638,"Merchant: Stafford, Khan and Ewing",electronics,15.16,6,2.11,0,0,0,0
Joseph White,4596263535227744,Merchant: Jones-Paul,dining,34.38,9,24.65,1,0,1,0
Michael Cruz,4766609654592546,"Merchant: Osborn, Johns and Cline",dining,26.92,15,27.67,0,0,1,0
Denise Reese,4951764249327380,Merchant: Mccarthy-Wilson,gas_station,14.61,10,4.87,0,0,0,0
Brittney Morales,4887610059482709,Merchant: Case-Peterson,gas_station,54.33,17,1.08,1,0,0,0
Christina Jenkins,4908713197285805,"Merchant: Rogers, Delacruz and Andrews",online_shopping,80.94,20,8.84,0,0,1,0
Sean Anderson,4082064602883687,"Merchant: Sullivan, Lewis and Palmer",gas_station,26.18,21,13.22,0,0,1,0
Emily Fitzpatrick,4786015804393981,Merchant: Thornton Group,online_shopping,71.0,10,13.27,1,0,1,0
Nancy Liu,4869675044643071,"Merchant: Cannon, Reese and Johnson",gas_station,62.28,8,12.09,0,0,2,0
Rachel Miller,4207802827398092,"Merchant: Martinez, Garcia and Montgomery",online_shopping,50.63,13,0.7,1,0,1,0
Scott Brown,4377476930451058,Merchant: Small-Strickland,grocery,75.16,13,4.84,0,0,2,0
Emily Winters,4784986005425180,"Merchant: Marks, Mcfarland and Martinez",dining,61.3,12,14.36,1,0,0,0
Chris Lewis,4890550778843994,Merchant: Reid-Clay,online_shopping,30.94,6,1.2,0,0,3,0
Heidi Blankenship,4091814983502655,"Merchant: Solis, Gonzales and Watson",online_shopping,15.41,7,4.05,0,0,4,0
Sandra Alvarez,4879059730777816,"Merchant: Chandler, Johnson and Jackson",grocery,37.2,13,24.42,1,0,1,0
Donna Garcia,4881305754100310,"Merchant: Turner, Spencer and Horne",grocery,29.82,18,17.22,1,0,2,0
Stephanie Hernandez,4996213923816513,"Merchant: Ortega, Howard and Smith",grocery,38.28,18,2.09,0,1,0,0
Joseph Montgomery,4243294292840640,Merchant: Gray Inc,electronics,69.52,11,1.9,0,0,1,0
Juan Harrison,4338452479941971,"Merchant: Wallace, Herrera and Mata",grocery,22.09,15,8.05,0,0,1,0
Miss Stephanie Cherry,4571882853323196,Merchant: Hopkins-Brown,grocery,55.48,9,23.35,0,0,1,0
Bridget Wallace,4121548789708744,"Merchant: Byrd, Jimenez and White",grocery,7.09,16,11.08,0,0,2,0
Brandy James,4740906143563109,Merchant: Oliver-Ramirez,grocery,16.03,21,36.68,0,0,0,0
Christopher Smith,4321115082486119,Merchant: Freeman-Howell,online_shopping,24.41,12,0.1,0,0,0,0
Sabrina Galvan,4163555788414579,Merchant: Garcia PLC,grocery,20.93,9,34.65,0,1,3,0
Catherine Shannon,4735587857671630,"Merchant: Mcconnell, Hart and Heath",gas_station,83.39,15,27.18,0,0,1,0
Theresa Knight,4477987331197578,"Merchant: Black, Johnson and Fletcher",electronics,14.67,22,19.93,1,0,0,0
Victoria Tanner,4304537074713146,Merchant: Carlson-Jackson,grocery,26.88,16,9.35,0,0,3,0
Chad Evans,4969261928279305,Merchant: Turner-Martinez,dining,30.97,13,8.46,0,0,1,0
Chase Haney,4504757097414179,Merchant: White-Taylor,grocery,11.49,7,0.87,1,0,0,0
Maureen Nixon,4501159593185713,Merchant: Ingram-Wallace,dining,28.28,13,8.49,1,0,1,0
Michael Rush,4516447858944392,"Merchant: Long, Kelly and Thompson",travel,42.45,15,20.08,0,0,1,0
Larry Lloyd,4621089748542085,Merchant: Austin and Sons,grocery,98.65,18,1.54,1,0,1,0
Steven Butler,4813951904771865,Merchant: Schwartz and Sons,dining,20.42,13,2.93,0,0,0,0
Samuel Lee,4308562623924156,"Merchant: Jones, Huynh and Chase",travel,20.43,16,4.18,1,1,1,0
Joseph Moon,4340174971364124,"Merchant: Melendez, Johnson and Mitchell",dining,10.91,3,1.5,0,0,2,0
Taylor Williams II,4418950816487734,Merchant: Crane Ltd,grocery,12.87,15,2.53,0,0,2,0
Jerry Hamilton,4865179385252745,"Merchant: Larsen, Nguyen and Scott",online_shopping,59.68,12,17.81,0,0,0,0
Paul Wolf,4046571737715787,Merchant: Wilcox-Perez,online_shopping,433.02,10,6.28,0,1,2,1
Bobby Arnold,4293060898192093,"Merchant: Gonzalez, Davis and Smith",online_shopping,99.77,8,25.26,1,0,0,0
William Weber,4829635532587882,"Merchant: Hubbard, Dunn and Ward",grocery,38.67,6,3.06,1,0,2,0
Alicia James,4022124464161664,"Merchant: Munoz, Roberts and Dean",grocery,11.47,14,1.13,1,0,1,0
Jamie Johnson,4594830741399145,Merchant: Johnston PLC,online_shopping,63.56,17,5.29,0,0,1,0
Melissa Rogers,4422897434762960,Merchant: Lewis PLC,dining,15.59,14,0.14,0,0,2,0
Sarah Mueller,4171396083892163,Merchant: Walker Group,grocery,70.34,16,6.65,0,0,1,0
Gordon Hahn,4224165673868058,Merchant: Walker LLC,travel,34.1,7,8.07,0,0,3,0
Kristen Burns,4106217562692330,"Merchant: Villegas, Morales and Lang",dining,20.6,9,0.45,0,0,2,0
Thomas Sellers,4312467677379881,"Merchant: Anderson, Tucker and Mosley",online_shopping,20.19,5,0.56,0,0,2,0
Melvin Flores,4084384851596980,Merchant: Robinson PLC,grocery,79.32,6,15.71,1,0,1,0
Ashley Cochran,4322124954329901,Merchant: Nichols-Floyd,online_shopping,29.99,5,9.63,0,0,1,0
Ashley Jones,4253614438051587,Merchant: Wallace Ltd,travel,477.56,20,131.25,1,1,6,1
Christian Solis,4277834046650461,"Merchant: Andrews, Kim and Clark",dining,21.4,13,6.66,0,0,1,0
Sharon Smith,4828232668086631,Merchant: Hudson-Henry,grocery,44.69,21,1.96,0,0,1,0
Robert Berg,4527177674662038,Merchant: Cooper-Reyes,dining,53.58,19,31.54,0,0,2,0
Brooke Sims,4660944697895508,Merchant: Lewis-Jones,dining,117.6,12,2.79,1,0,0,0
Julia Marks,4479626257897617,Merchant: Eaton-Shelton,travel,18.4,18,14.0,0,0,0,0
Ashley Martinez,4829689819281081,"Merchant: Harrington, Kane and Jones",online_shopping,22.71,12,1.61,0,0,1,0
Christina Reese,4176821565886800,Merchant: Melendez-Rios,dining,53.29,14,6.36,0,0,3,0
Brandon Bean,4263471411363176,Merchant: Barnes-Harrison,travel,19.68,16,2.59,0,0,1,0
Rickey Hall,4626018357841707,"Merchant: Mcfarland, Garcia and Valdez",grocery,30.12,9,30.58,1,0,1,0
Bobby Flores,4014506580469577,Merchant: Sutton PLC,dining,37.99,15,23.13,1,0,3,0
Karen Gonzalez,4552666641557097,Merchant: Mason-Fuentes,grocery,59.81,8,19.24,1,0,1,0
Lisa Lopez MD,4907984517438819,"Merchant: Smith, Cook and Lawrence",grocery,15.65,13,6.9,0,0,2,0
Sharon Brown,4400956394453220,Merchant: Watson-Romero,dining,23.94,14,6.66,1,0,1,0
Aaron Thompson,4784151661759634,"Merchant: Moore, Monroe and Khan",electronics,65.11,8,29.73,1,0,1,0
Charles Weaver,4364396219764036,Merchant: Taylor and Sons,online_shopping,75.54,7,0.76,0,0,2,0
Melissa Warner,4272751421454787,Merchant: Mcdonald-Li,grocery,10.13,14,15.74,0,0,2,0
Cody Morris,4689655208620766,Merchant: Garcia Group,grocery,46.8,12,9.83,1,0,0,0
Carla Reid DDS,4942170001889470,Merchant: Nelson-Murphy,gas_station,40.62,11,2.01,0,0,1,0
Katie Mitchell,4786218081636029,"Merchant: Noble, Davenport and Dawson",dining,78.16,15,17.09,0,0,1,0
Roger Moss,4962868604409993,Merchant: Allison-Jackson,dining,20.29,10,1.91,0,0,0,0
Mary Donaldson,4570618516886208,Merchant: Scott Ltd,online_shopping,32.46,11,16.43,0,0,1,0
Paul Brown,4378815814108822,Merchant: Lucas-Proctor,grocery,33.17,12,25.38,1,0,2,0
Gregory Quinn,4525756907823947,Merchant: Best Inc,grocery,35.92,9,2.37,1,0,2,0
Sabrina Miller,4804873405717984,"Merchant: Jones, Adams and Clarke",grocery,71.55,8,6.99,1,0,2,0
